tag,name,rating_data,rating,reviewer,id,rater,on_dbg,imported_from_excel,last_update,created_at,countries,plaid_items,reviewed_date,rated_date,asset_value,status,summary,full_summary,website_staging,methodology
an_post_money,An Post Money,"{""pcaf"": false, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""tcfdAligned"": false, ""lendingNotes"": ""See balance sheet"", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""emissionsNotes"": """", ""exclusionPolicy"": true, ""onExpansionList"": false, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""Green home improvement loan: https://www.anpost.com/Money/Low-Fixed-Rate-Loans/Green-Loans"", ""hasLongTermTarget"": true, ""lendingRatioScore"": 41, ""hasEmissionsReport"": false, ""hasReductionTarget"": true, ""relationshipsNotes"": ""Banks with Bank of Ireland"", ""largeCompanyLending"": false, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": ""Stated Yes to reflect the fact that it has no commercial lending (there should be a question on this under Lending!)"", ""reductionTargetNotes"": """", ""climateGovernanceNotes"": """", ""hasGreenLendingProducts"": true}",66,Katherine,49,,t,f,2024-10-27 20:39:58.193404+00,2024-09-12 06:58:12.566+00,IE,0,2024-10-27,,0,Complete,,,{},2024
androscoggin_bank,Androscoggin Bank,"{""pcaf"": false, ""notes"": """", ""isBCorp"": true, ""lobbying"": false, ""bondsNotes"": """", ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""loanBalance"": 0, ""lendingNotes"": ""Commercial lending is only $137m, so no large company lending"", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": """", ""emissionsNotes"": ""Said they started measuring their emissions but not clear if the plan to measure cat 15"", ""exclusionPolicy"": false, ""onExpansionList"": false, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""No evidence"", ""lendingRatioScore"": 41, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""relationshipsNotes"": """", ""largeCompanyLending"": ""small"", ""badBankRelationships"": false, ""boardLevelGovernance"": false, ""exclusionPolicyNotes"": """", ""reductionTargetNotes"": """", ""climateGovernanceNotes"": """", ""hasGreenLendingProducts"": false}",51,Katherine,4330,Katherine,f,f,2025-05-03 02:04:47.831833+00,2025-03-15 02:52:10.835078+00,US,0,2025-05-03,2025-03-14,0,Complete,,,"{""rating"": ""ok"", ""headline"": """", ""our_take"": """", ""top_pick"": false, ""description1"": ""<p>We believe Androscoggin Bank merits a higher rating, but due to insufficient disclosure, we're unable to assign one at this time. <span style=\""color: rgb(13, 13, 13);\"">Androscoggin is a B Corp, which means it values people, planet and profit equally.</span></p>"", ""description2"": ""<p>We would like to see the bank</p><ul><li>Disclose the extent of its financing of the fossil fuel sector</li><li>Introduce an explicit policy that it will not lend to fossil fuel companies or projects</li><li>Start financing renewable energy companies and projects</li><li>Introduce green products for retail customers</li></ul>"", ""description3"": """", ""last_reviewed"": ""2025-05-03"", ""display_on_website"": true, ""fossil_free_alliance"": false, ""show_on_sustainable_banks_page"": false}",2024
anz,ANZ,"{""pcaf"": true, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""ff_percent"": 0.017, ""gabvMember"": false, ""re_percent"": 0.0046, ""tcfdAligned"": true, ""lendingNotes"": ""CDP: \n\""Since 2015, we have reduced our direct lending to thermal coal mining by around 83% – it is now less than 0.02% of our Group EAD at 30 September 2022. (Note: Entities or assets acquired from existing customers are not classified as new-to-bank customers. Applies to lending products only, ie excludes transaction banking, credit cards, performance guarantees, meaning that only lending products that will help customers ‘fund’ their activities in a material way would be excluded\""\n\nESG data (page 28): between 1 April 2023 and 30 September 2024, we funded $3.73bn of clean energy\n \nExposure by industry: page 107 of the Climate-related Financial Disclosures report\n\nOIl & gas and coal: $13.8bn\nRE: $3.7bn\nNet loans and advances is $803bn (B/S, page 96)"", ""sweetOrSpicy"": """", ""hasToxicBonds"": true, ""emissionsNotes"": """", ""exclusionPolicy"": ""RF<=5"", ""onExpansionList"": true, ""hasEmissionsData"": true, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""p.31 ESG report\n- Good Energy Home Loan\n- Healthy Home Loan Package "", ""hasLongTermTarget"": true, ""lendingRatioScore"": 1, ""hasEmissionsReport"": true, ""hasReductionTarget"": true, ""relationshipsNotes"": """", ""largeCompanyLending"": true, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": ""CDP questionnaire:\n\""In October 2018 we committed to lend only to new customers where their thermal coal operations are less than half their revenue, installed capacity or generation. In 2020, we decreased this threshold and will no longer lend to new customers where their thermal coal operations represent more than 10% of their revenue, installed capacity or generation. This policy seeks to reduce our exposures to the thermal coal value chain over time (mining, transport, ports and power generation), ensuring that we are not unduly exposed to credit risks associated with a rapid transition away from coal. With respect to thermal coal mining customers, this policy has contributed to a reduction of around 83% in our exposures since 2015. In 2020 we also announced that we will no longer directly finance any new coal-fired power plants or thermal coal mines, including expansions. Our existing direct lending to thermal coal mines and power generation will run off by 2030. Since 2015, ANZ has not directly financed the construction of any new coal fired generation plants. Loans to coal fired power stations have been steadily replaced by loans to gas and renewables projects, with 90% of our project finance portfolio consisting of renewables projects\""\n\nReclaimFinance coal expansion score: 0\nAccording to RF, no oil and gas policy.\n\nPage 46 of the Climate-Related Disclosures: \""our updated policy position for lending to upstream oil and gas customers, including no direct financing to new or expansion of upstream oil and gas projects\"""", ""reductionTargetNotes"": ""p. 56 ESG report \nANZ has set targets for 2025 and 2030 to reduce our operational footprint. The targets aim to reduce our operational footprint in line with our purpose to support household, business and financial practices that improve environmental sustainability. \nE.g. \""ANZ has set a 2030 target to reduce the absolute financed emissions from our oil and gas portfolio by 26% from a 2020 baseline. Our target covers the Scope 1, 2 and 3 (product use) emissions of our customers involved in oil and gas exploration and production (upstream) as well as integrated oil and gas producers that operate across the oil and gas value chain\"" (CDP)\n\nsee more details on p.37 Climate Report 2023\n\np. 48 Climate report 2023\n\""Our target is not validate by SBTi as we use 'Science-aligned' instead\"""", ""climateGovernanceNotes"": """", ""hasGreenLendingProducts"": true}",1,Katherine,5,Jennisa,t,f,2024-12-14 17:12:51.859932+00,2024-09-12 06:58:12.566+00,AU,0,2024-12-14,2024-12-06,0,Complete,,,{},2024
arbuthnot,Arbuthnot Latham,"{""pcaf"": false, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""bondsNotes"": ""No"", ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""tcfdAligned"": true, ""lendingNotes"": "" \""The Group has minimal exposure to the Energy or Utility sectors\"" (page 36 of the 2022 annual report) \""The Risk Assessment documents the Group’s exposure to carbon- related assets (defined as Energy and Utility sectors) as <1% at June 2022\"" (page 38 of the 2022 annual report) No disclosure"", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": ""No info found"", ""emissionsNotes"": "" Does not include category 15"", ""exclusionPolicy"": false, ""hasEmissionsData"": false, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": "" We continue to finance electric vehicles through our RAF subsidiary while AAG strives to finance the most environmentally friendly trucks in the UK which we seek to keep as up to date as possible. AAG is actively considering how the market in renewable energy develops"", ""hasLongTermTarget"": false, ""lendingRatioScore"": 21, ""hasEmissionsReport"": false, ""hasReductionTarget"": true, ""relationshipsNotes"": "" Barclays Lloyds Natwest"", ""largeCompanyLending"": true, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": "" <a href=\""https://www.arbuthnotlatham.co.uk/about-us/sustainability-arbuthnot-latham\"">Environment Management Policy is in place but not publicly available</a>"", ""reductionTargetNotes"": "" \""We will set targets and progress against these with a view to reaching net-zero carbon emissions as a business by 2050\"" No actual targets found <a href=\""https://www.arbuthnotlatham.co.uk/about-us/sustainability-arbuthnot-latham\"">\""We are committed to having net zero carbon emissions by 2050\""</a>"", ""climateGovernanceNotes"": "" Pages 35-37 of the annual report"", ""hasGreenLendingProducts"": false, ""exclusionPolicyBelowThreshold"": null}",31,,52,Katherine,t,t,2024-10-31 20:56:22.44079+00,2024-09-12 06:58:12.566+00,GB,0,,,0,Complete,,"<h4>Lending data</h4><p>""The Group has minimal exposure to the Energy or Utility sectors"" (page 36 of the 2022 annual report) ""The Risk Assessment documents the Group’s exposure to carbon- related assets (defined as Energy and Utility sectors) as <1% at June 2022"" (page 38 of the 2022 annual report) No disclosure</p><h4>Emission data</h4><p>Does not include category 15</p><h4>Exclusion policy</h4><p><a href=""https://www.arbuthnotlatham.co.uk/about-us/sustainability-arbuthnot-latham"">Environment Management Policy is in place but not publicly available</a></p><h4>Lobbying</h4><p>No info found</p><h4>Climate Targets</h4><p>""We will set targets and progress against these with a view to reaching net-zero carbon emissions as a business by 2050"" No actual targets found <a href=""https://www.arbuthnotlatham.co.uk/about-us/sustainability-arbuthnot-latham"">""We are committed to having net zero carbon emissions by 2050""</a></p><h4>Governance over climate</h4><p>Pages 35-37 of the annual report</p><h4>Toxic bonds</h4><p>No</p><h4>Green products</h4><p>We continue to finance electric vehicles through our RAF subsidiary while AAG strives to finance the most environmentally friendly trucks in the UK which we seek to keep as up to date as possible. AAG is actively considering how the market in renewable energy develops</p><h4>Banking relationships</h4><p>Barclays Lloyds Natwest</p><h4>Any other data</h4><p>N/A</p><p><i>Imported from bank sheet data</i></p>",{},2024
arvest,Arvest Bank,"{""pcaf"": false, ""isBCorp"": false, ""lobbying"": false, ""gabvMember"": false, ""tcfdAligned"": false, ""REFFsubscore"": 21, ""hasToxicBonds"": false, ""emissionsMethod"": 2, ""exclusionPolicy"": false, ""hasEmissionsData"": false, ""noDataBaseRating"": true, ""hasLongTermTarget"": false, ""lendingRatioScore"": true, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""targetValidatedSbti"": false, ""REFFlendingSelection"": ""no disclosure"", ""badBankRelationships"": false, ""boardLevelGovernance"": false, ""hasGreenLendingProducts"": false, ""exclusionPolicyBelowThreshold"": null}",21,,55,Chris,t,t,2024-09-12 06:57:48.277952+00,2024-09-12 06:58:12.56602+00,US,2416591,,,0,Complete,"Arvest Bank is a regional bank that provides a wide range of financial and banking services including loans, deposits, treasury management, asset and wealth management, life insurance, credit cards, mortgage loans, and mortgage servicing.

No CDP filing","<h4>Background/business model</h4><p>Arvest Bank is a regional bank that provides a wide range of financial and banking services including loans, deposits, treasury management, asset and wealth management, life insurance, credit cards, mortgage loans, and mortgage servicing. No CDP filing</p><h4>Lending data</h4><p><a href=""https://www.ffiec.gov/npw/FinancialReport/ReturnFinancialReportPDF?rpt=FRY9C&id=1095674&dt=20231231"">Very little disclosure on anything - CSR report does not cover sustainability. No Annual report available, some finaicial data available here</a></p><h4>Emission data</h4><p>No evidence</p><h4>Exclusion policy</h4><p>No data on RF</p><h4>Lobbying</h4><p>since 2016 ($20,000)  - open secrets No relations on fminus database <a href=""https://www.opensecrets.org/political-action-committees-pacs/arvest-bank-group/C00336768/summary/2018"">Worth noting historically in favour replicans</a></p><h4>Climate Targets</h4><p>No evidence</p><h4>Governance over climate</h4><p>No evidence</p><h4>Toxic bonds</h4><p>No evidence on toxicbonds</p><h4>Green products</h4><p>No evidence</p><p><i>Imported from bank sheet data</i></p>",{},2024
aspiration_bank,Aspiration,"{""notes"": """", ""bondsNotes"": ""None"", ""ff_percent"": 0, ""re_percent"": 0, ""loanBalance"": 0, ""methodology"": 2025, ""lendingNotes"": ""No CDP questionnaire According to Aspiration, CCB does not lend to FF \""The loans are primarily dedicated to consumer loans, family real estate, and commercial real estate\"", according to Aspiration"", ""sweetOrSpicy"": """", ""lobbyingNotes"": ""None"", ""emissionsNotes"": ""According to Aspiration, CCB has measured all three scopes of emissions for 2022 but I could not trace them"", ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""None"", ""lendingRatioScore"": 41, ""relationshipsNotes"": ""Coastal Community Bank"", ""exclusionPolicyNotes"": ""None, just the agreement with fintechs that they will not lend"", ""reductionTargetNotes"": ""None"", ""reclaimFinanceAverage"": 0, ""climateGovernanceNotes"": ""No evidence""}",41,Katherine,56,Katherine,t,f,2025-05-28 00:03:34.71091+00,2024-09-12 06:58:12.566+00,US,1442416,2025-04-01,2025-04-01,0,Complete,"Aspiration is a fintech
Banking services are provided by Coastal Community Bank, which is a public company despite its name",'',"{""rating"": ""ok"", ""headline"": """", ""our_take"": ""<p>Aspiration is a fintech that uses Coastal Community Bank (CCB) to provide banking services to its clients. CCB does not currently finance fossil fuel companies, and the majority of its lending comprises consumer loans, family real estate, and commercial real estate. CCB and other partner banks of Aspiration have signed a pledge not to finance fossil fuel projects.</p><p>Aspiration offers socially-conscious and sustainable ways to spend and save so you can make money while making the world a better place. Its accounts have \""Plant your change\"" option available, where you can plant a tree by rounding up your purchases to the nearest whole dollar. You can also receive a personal impact score to help you shop to match your values. Lastly, they offer cashback up to 6% on sustainable brands and EV charging.</p>"", ""top_pick"": false, ""description1"": ""<p>GreenFi is a fintech using Coastal Community Bank (CCB) for banking services. CCB doesn’t finance fossil fuels; most lending goes to consumer loans, family and commercial real estate. CCB and GreenFi partner banks have pledged against fossil fuel financing.</p>"", ""description2"": """", ""description3"": """", ""last_reviewed"": ""2025-04-01"", ""display_on_website"": true, ""fossil_free_alliance"": false, ""show_on_sustainable_banks_page"": true}",2025
assiniboine_credit_union,Assiniboine Credit Union,"{""pcaf"": false, ""notes"": """", ""isBCorp"": true, ""lobbying"": false, ""bondsNotes"": ""<p>undefined</p>"", ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""tcfdAligned"": false, ""lendingNotes"": ""On page 36 of the annual report, there is a sectoral breakdown of lending. \""Other industries\"" sectors account for only 3.9%. Unlikely they are lending to FF companies.  "", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": ""<p>undefined</p>"", ""emissionsNotes"": """", ""exclusionPolicy"": false, ""onExpansionList"": false, ""hasEmissionsData"": false, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""It does have responsible lending funds but none of them invest in climate causes"", ""hasLongTermTarget"": true, ""lendingRatioScore"": 51, ""hasEmissionsReport"": false, ""hasReductionTarget"": true, ""relationshipsNotes"": """", ""largeCompanyLending"": true, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": """", ""reductionTargetNotes"": ""\""This year we’re setting a 2.5 per cent reduction target over last years\""\n(https://blog.acu.ca/celebrating-a-carbon-neutral-success-this-earth-day/)"", ""climateGovernanceNotes"": ""Yes - because it's a B Corp and has to undergo B Corp reassessment every 3 years"", ""hasGreenLendingProducts"": false}",63,,58,Katherine,t,f,2024-11-24 22:06:42.74148+00,2024-09-12 06:58:12.566+00,CA,0,,2024-11-24,0,Complete,,,{},2024
associated,Associated Bank,"{""pcaf"": false, ""isBCorp"": false, ""lobbying"": false, ""gabvMember"": false, ""tcfdAligned"": false, ""REFFsubscore"": 1, ""hasToxicBonds"": false, ""emissionsMethod"": 2, ""exclusionPolicy"": false, ""hasEmissionsData"": false, ""noDataBaseRating"": true, ""hasLongTermTarget"": false, ""lendingRatioScore"": true, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""targetValidatedSbti"": false, ""REFFlendingSelection"": ""RE / FF ratio < 50%"", ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""hasGreenLendingProducts"": false, ""exclusionPolicyBelowThreshold"": null}",3,,59,Alia,t,t,2024-09-12 06:57:48.277952+00,2024-09-12 06:58:12.56602+00,US,725415,,,0,Complete,"""We're proud to be a financial partner to businesses in manufacturing, healthcare, real estate, the oil and gas industries and other leading commercial verticals""
No CDP filing","<h4>Background/business model</h4><p>""We're proud to be a financial partner to businesses in manufacturing, healthcare, real estate, the oil and gas industries and other leading commercial verticals"" No CDP filing</p><h4>Lending data</h4><p><a href=""https://www.ffiec.gov/npw/FinancialReport/ReturnFinancialReportPDF?rpt=FRY9C&id=1095674&dt=20231231"">Very little disclosure on anything - CSR report does not cover sustainability. No Annual report available, some finaicial data available here</a></p><h4>Emission data</h4><p>No evidence <a href=""https://s25.q4cdn.com/751560512/files/doc_downloads/ESG/2022-asb-sustainability-report.pdf"">According to 2022 Sustainability Report, Scope 3 emissions data is not yet calculated (p. 16)</a></p><h4>Exclusion policy</h4><p>No data on RF</p><h4>Lobbying</h4><p>since 2016 ($20,000)  - open secrets No relations on fminus database <a href=""https://www.opensecrets.org/political-action-committees-pacs/arvest-bank-group/C00336768/summary/2018"">Worth noting historically in favour replicans</a></p><h4>Climate Targets</h4><p>No evidence</p><h4>Governance over climate</h4><p><a href=""https://s25.q4cdn.com/751560512/files/doc_downloads/ESG/environmental-risk-management-policy-program-statement.pdf"">There is governance over climate. Reporting follows the TCFD Framework, but as for governance it is vague</a></p><h4>Toxic bonds</h4><p>No evidence on toxicbonds</p><h4>Green products</h4><p>No evidence</p><p><i>Imported from bank sheet data</i></p>",{},2024
atb_financial,ATB Financial,"{""pcaf"": true, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""bondsNotes"": ""<p>undefined</p>"", ""ff_percent"": 0.138, ""gabvMember"": false, ""re_percent"": 0.00016, ""loanBalance"": 0, ""tcfdAligned"": true, ""lendingNotes"": """", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": ""<p>undefined</p>"", ""emissionsNotes"": ""In the sustainability report (pg 32) is said that the PCAF methodology is used to calculate scope emissions.\nReviewer comment: disclosure on page 32 states that \""Category 15: financed emissions are not included\""\nTotal GHG emissions figure would be significantly higher otherwise"", ""exclusionPolicy"": false, ""hasEmissionsData"": true, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""In Sustainability report (pg 23) is said that \""Sustainable Finance Action Council ATB participated in the Sustainable Finance Action Council (SFAC), alongside other members of the financial services ecosystem, to advise on sustainable finance policy considerations in Canada. SFAC recommendations were submitted for consideration to the federal Minister of Finance and the Minister of Environment and Climate Change Canada. This work is important in the context of global investment attraction and the provision of capital for low- and zero-carbon activities... With SFACʼs term complete, ATB will look to engage in future sustainable finance ecosystem initiatives.\"", which shows they are planing to do it in the future but it's still not done."", ""lendingRatioScore"": 1, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""relationshipsNotes"": """", ""largeCompanyLending"": true, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": ""In EGS report (pg 18) i said: \""In keeping with our commitment announced in December of 2021, none of the Bank’s total loan portfolio comprises the direct financing of exploration, production, or development of coal or oil and gas.\"""", ""reductionTargetNotes"": ""No, in the sustainability report its explained (pg 25): 'This gap (ATBʼs Carbon Footprint) assessment did not include emissions related to our financing activities (scope 3, category 15).'\nFor scope 3 category 15 targets, sustainability report (pg 26): 'The next phase of ATBʼs continuous improvement process is to continue emissions quantification, evaluate data sourcing and methodology and develop data improvement plans—all with the goal of improving transparency and balancing accuracy with economic feasibility.'\n\nReviewer comment: this is not a discussion about targets, it's a dicussion about measurement of emissions. I don't see any discussion of targets, mainly it's just statements on emission reductions already achieved"", ""climateGovernanceNotes"": ""'ATBʼs approach to sustainable impact is purpose-driven and guided by an environmental, social and governance (ESG) framework. We recognize an opportunity to be purposeful— for the greater good of our clients, team members, communities and Shareholder—while growing our sophistication and capabilities as a sustainable organization', but policies are focus on social equality and net zero goals, not environmental efforts.\n\nAnd they report under 3 different frameworks"", ""hasGreenLendingProducts"": false}",11,Katherine,975,,f,f,2025-02-08 16:45:41.835279+00,2024-09-20 04:17:14.46891+00,CA,0,2024-10-13,2024-09-30,0,Complete,,,"{""rating"": ""worst"", ""headline"": ""<p>Your money is funding the climate crisis at an alarming rate</p>"", ""our_take"": """", ""top_pick"": false, ""description1"": ""<p>ATB has significantly more lending to the fossil fuel industry than renewable energy. </p><p>It has no policy against lending to the <span style=\""color: rgb(13, 13, 13);\"">fossil fuel sector and does not offer \""green\"" products to individual customers. </span></p>"", ""description2"": """", ""description3"": """", ""display_on_website"": true, ""fossil_free_alliance"": false, ""show_on_sustainable_banks_page"": false}",2024
atlantic,Atlantic Union Bank,"{""pcaf"": false, ""isBCorp"": false, ""lobbying"": false, ""bondsNotes"": ""No evidence"", ""gabvMember"": false, ""tcfdAligned"": false, ""REFFsubscore"": 21, ""lendingNotes"": ""<a href=\""https://www.cdp.net/en/responses/899654/ATLANTIC-UNION-BANKSHRS?back_to=https%3A%2F%2Fwww.cdp.net%2Fen%2Fresponses%3Fqueries%255Bname%255D%3Datlantic%2Bunion&queries%5Bname%5D=atlantic+union\"">No response on CDP 10-K and CSR report</a> <a href=\""https://www.atlanticunionbank.com/getmedia/8d3425b2-db4c-4151-9353-c2754d2eaf63/Corporate-Social-Responsibility.pdf\"">Emission data No information on emissions in its CSR report</a>"", ""hasToxicBonds"": false, ""lobbyingNotes"": ""No evidence found on LobbyMap and fminus"", ""emissionsMethod"": 2, ""exclusionPolicy"": false, ""hasEmissionsData"": false, ""noDataBaseRating"": true, ""greenLendingNotes"": ""No evidence"", ""hasLongTermTarget"": false, ""lendingRatioScore"": true, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""relationshipsNotes"": ""None"", ""targetValidatedSbti"": false, ""REFFlendingSelection"": ""no disclosure"", ""badBankRelationships"": false, ""boardLevelGovernance"": false, ""exclusionPolicyNotes"": ""None found on website and reports"", ""reductionTargetNotes"": ""None found"", ""climateGovernanceNotes"": ""No indication of governance over climate in its CSR, annual report, and website"", ""hasGreenLendingProducts"": false, ""exclusionPolicyBelowThreshold"": null}",21,,60,Alia,t,t,2024-09-12 06:57:48.277952+00,2024-09-12 06:58:12.56602+00,US,433,,,0,Complete,"Atlantic Union Bank is a regional bank headquartered in Richmond, Virginia
Mainly real estate loans","<h4>Background/business model</h4><p>Atlantic Union Bank is a regional bank headquartered in Richmond, Virginia Mainly real estate loans</p><h4>Lending data</h4><p><a href=""https://www.cdp.net/en/responses/899654/ATLANTIC-UNION-BANKSHRS?back_to=https%3A%2F%2Fwww.cdp.net%2Fen%2Fresponses%3Fqueries%255Bname%255D%3Datlantic%2Bunion&queries%5Bname%5D=atlantic+union"">No response on CDP 10-K and CSR report</a> <a href=""https://www.atlanticunionbank.com/getmedia/8d3425b2-db4c-4151-9353-c2754d2eaf63/Corporate-Social-Responsibility.pdf"">Emission data No information on emissions in its CSR report</a></p><h4>Exclusion policy</h4><p>None found on website and reports</p><h4>Lobbying</h4><p>No evidence found on LobbyMap and fminus</p><h4>Climate Targets</h4><p>None found</p><h4>Governance over climate</h4><p>No indication of governance over climate in its CSR, annual report, and website</p><h4>Toxic bonds</h4><p>No evidence</p><h4>Green products</h4><p>No evidence</p><h4>Banking relationships</h4><p>None</p><p><i>Imported from bank sheet data</i></p>",{},2024
atmos,Atmos Financial,"{""pcaf"": false, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""bondsNotes"": """", ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""loanBalance"": 0, ""tcfdAligned"": false, ""lendingNotes"": """", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": """", ""emissionsNotes"": """", ""exclusionPolicy"": true, ""hasEmissionsData"": true, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": """", ""hasLongTermTarget"": false, ""lendingRatioScore"": 61, ""hasEmissionsReport"": false, ""hasReductionTarget"": false, ""relationshipsNotes"": """", ""largeCompanyLending"": true, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": false, ""exclusionPolicyNotes"": """", ""reductionTargetNotes"": """", ""climateGovernanceNotes"": """", ""hasGreenLendingProducts"": false, ""exclusionPolicyBelowThreshold"": null}",71,,61,Katherine,t,t,2025-03-09 02:40:05.871108+00,2024-09-12 06:58:12.56602+00,US,9729,2025-01-31,,0,Complete,,,"{""rating"": ""good"", ""headline"": """", ""our_take"": """", ""top_pick"": false, ""description1"": ""<p>Atmos is a financial app. On May 15, 2025, Atmos will discontinue checking and savings accounts and move customer deposits to Clean Energy Credit Union from Five Star Bank, the current holder of customer deposits.</p>"", ""description2"": ""<p>Atmos is unique in the way it operates—it takes 100% of customer deposits and actively manages them by lending to select, carefully due-diligenced renewable energy projects, including both utility-scale and community solar.</p><p>Atmos is a B Corporation, which means it has a triple bottom line - people, planet and profit.</p>"", ""description3"": """", ""display_on_website"": true, ""fossil_free_alliance"": false, ""show_on_sustainable_banks_page"": true}",2024
atom,Atom Bank,"{""pcaf"": false, ""notes"": """", ""isBCorp"": false, ""lobbying"": false, ""bondsNotes"": """", ""ff_percent"": 0, ""gabvMember"": false, ""re_percent"": 0, ""loanBalance"": 0, ""methodology"": 2025, ""tcfdAligned"": false, ""lendingNotes"": """", ""sweetOrSpicy"": """", ""hasToxicBonds"": false, ""lobbyingNotes"": """", ""cdfiMemberOrCU"": false, ""emissionsNotes"": """", ""exclusionPolicy"": true, ""onExpansionList"": false, ""hasEmissionsData"": true, ""noDataBaseRating"": ""21"", ""greenLendingNotes"": ""Atom recently launched a \""Better Buildings” commercial mortgage discount. This initiative offers a discount on commercial mortgages for properties that have a high energy efficiency rating. More details can be found in recent press releases: https://bridgingandcommercial.co.uk/article/21610/atom-launches-better-buildings-commercial-mortgage-discount\n\nFurther, we also host a retrofit assessment toolkit on our website, which is available for anyone to assess their property vs a series of costed options to increase energy efficiency and drive down cost and carbon. This can be found at https://atombank.retrofitexplorer.com/search, with more info here: https://www.atombank.co.uk/blog/epc-retrofit-tool-launch/."", ""hasLongTermTarget"": false, ""lendingRatioScore"": 41, ""hasEmissionsReport"": true, ""hasReductionTarget"": true, ""relationshipsNotes"": """", ""largeCompanyLending"": ""small"", ""reclaimFinanceScore"": false, ""targetValidatedSbti"": false, ""badBankRelationships"": false, ""boardLevelGovernance"": true, ""exclusionPolicyNotes"": """", ""reductionTargetNotes"": ""\""Carbon positive by 2035\"""", ""cleanEnergyTransition"": true, ""reclaimFinanceAverage"": 6, ""climateGovernanceNotes"": """", ""hasGreenLendingProducts"": true}",84,Katherine,62,Katherine,t,t,2025-08-14 00:00:33.51202+00,2024-09-12 06:58:12.566+00,GB,0,2025-08-13,,0,Complete,"Commercial lending is limited to Recovery Loan Scheme and commercial mortgages
""We have won the Credit Strategy SME support award for our efforts in helping to support
small businesses; see page 15 for confirmation only lend to SMEs""",'',"{""rating"": ""great"", ""headline"": """", ""our_take"": """", ""top_pick"": false, ""description1"": ""<p>Atom does not lend to fossil fuel companies and has a formal policy in place that prohibits such lending. It <span style=\""color: black;\"">offers a discount on commercial mortgages for properties that have a high energy efficiency rating. </span></p>"", ""description2"": ""<p>It has measured the impact of emissions its funding is responsible for and has set targets to reduce such emissions. It has also provided guidance to its customers on measures that can be taken to increase energy efficiency and reduce carbon emissions.</p>"", ""description3"": """", ""last_reviewed"": ""2025-08-13"", ""display_on_website"": true, ""fossil_free_alliance"": false, ""show_on_sustainable_banks_page"": true}",2025
